time,longitudinal_acceleration,latitudinal_acceleration,Gforce_lateral_acceleration,Gforce_acceleration_deceleration
95.3,-1.0418,1.3305,0.136439,-0.209106
95.35,-2.1122,0.5975,0.104825,-0.234401
95.4,-16.0458,20.2296,0.056572,-0.212479
95.45,-14.7467,21.0299,0.08985,-0.237774
95.5,13.2532,-18.2007,0.093178,-0.17032
95.55,12.6472,-18.9271,0.099834,-0.102867
95.6,-1.2129,0.019,0.076539,0.015789
95.65,-0.7265,-0.6441,0.088186,0.119298
95.7,-0.8119,-1.4524,0.053245,0.092982
95.75,-0.9099,-1.5608,0,0.05614
95.8,-0.2239,-1.0715,-0.015734,0.159649
95.85,0.7803,-0.5704,-0.022727,0.082456
95.9,-13.7426,24.4545,0.02995,0.075439
95.95,-16.1569,27.5022,0.049917,0.085965
96,11.2031,-19.1721,0.083195,0.189474
96.05,13.0247,-23.0448,0.049917,0.210526
96.1,0.8545,-1.5551,0.051581,0.264912
96.15,1.245,-1.7341,0.111481,0.321053
96.2,0.2126,-3.0094,0.053245,0.363158
96.25,0.4815,-3.399,-0.008741,0.457895
96.3,2.3887,-2.7137,0.023295,0.512281
96.35,3.0892,-3.009,0.074875,0.633333
96.4,3.2469,-3.4977,0.054908,0.649123
96.45,-0.6534,0.316,0.019967,0.750877
96.5,-5.3517,3.4753,0.053245,0.673684
96.55,-1.4285,-1.0065,0.088186,0.745614
96.6,2.6502,-5.546,0.046589,0.835088
96.65,3.0181,-5.8091,0.014975,0.798246
96.7,3.5965,-5.3838,0.036606,0.784211
96.75,3.6251,-5.235,0.009983,0.798246
96.8,3.4414,-5.3422,0.036606,0.77193
96.85,2.9731,-5.5656,-0.022727,0.759649
96.9,27.3987,-34.3157,-0.034965,0.731579
96.95,24.5713,-30.4491,-0.061189,0.677193
97,-27.1354,31.3474,-0.01049,0.670175
97.05,-23.7372,28.338,0.008319,0.691228
97.1,3.8473,-3.9021,0.033278,0.649123
97.15,3.5104,-4.0328,0.063228,0.663158
97.2,2.8401,-4.6047,0.058236,0.703509
97.25,2.5469,-5.0209,0.028286,0.685965
97.3,2.575,-4.9085,0.019967,0.64386
97.35,2.445,-4.5968,-0.013986,0.582456
97.4,53.2245,-69.5803,-0.027972,0.601754
97.45,53.3692,-71.0041,-0.059441,0.596491
97.5,-47.7446,58.4303,-0.041958,0.589474
97.55,-47.192,60.4639,-0.005245,0.607018
97.6,3.7366,-3.5249,0.009983,0.719298
97.65,3.4553,-4.0757,0.033278,0.608772
97.7,2.6705,-4.3051,0.014975,0.570175
97.75,2.4933,-4.0276,-0.012238,0.594737
97.8,3.6786,-3.5533,0.013311,0.75614
97.85,4.2506,-4.1191,0.083195,0.805263
97.9,44.4438,-60.547,0.048253,0.878947
97.95,41.5934,-61.4531,0.031614,0.870175
98,-42.4211,48.8979,-0.019231,0.733333
98.05,-39.2626,50.4911,0.009983,0.65614
98.1,4.2287,-3.692,0.066556,0.7
98.15,3.746,-4.2595,0.066556,0.761404
98.2,3.6887,-4.7146,0.096506,0.754386
98.25,3.5482,-5.0192,0.103161,0.782456
98.3,3.5146,-5.0008,0.104825,0.715789
98.35,3.816,-4.7397,0.148087,0.812281
98.4,48.7879,-66.1052,0.174709,0.719298
98.45,45.6773,-67.6082,0.231281,0.642105
98.5,-47.609,53.7676,0.25624,0.524561
98.55,-46.0614,55.4747,0.292845,0.426316
98.6,0.4319,-4.1369,0.25624,0.335088
98.65,0.4638,-3.3312,0.269551,0.317544
98.7,0.6261,-2.7452,0.317804,0.270175
98.75,0.2234,-2.5504,0.317804,0.177193
98.8,0.3117,-1.7604,0.384359,0.140351
98.85,0.2128,-1.2531,0.467554,0.082456
98.9,55.5475,-71.2052,0.537438,0.089474
98.95,55.6221,-80.6074,0.554077,0.084211
99,-55.8498,49.8675,0.595674,0.047368
99.05,-56.9613,58.7801,0.715474,-0.026981
99.1,-2.9453,-3.025,0.727121,0.045614
99.15,-2.6944,-2.8279,0.747088,-0.015177
99.2,-1.6369,-1.6714,0.938436,-0.011804
99.25,-3.1039,-2.9689,1.034942,-0.048904
99.3,-5.8839,-5.9359,1.033278,-0.001686
99.35,-6.4285,-6.8627,0.913478,0
99.4,17.8445,-25.4706,0.990017,0.001754
99.45,19.0596,-29.248,1.056572,-0.01855
99.5,-26.3835,5.5301,1.094842,-0.028668
99.55,-27.769,8.5336,1.053245,-0.003373
99.6,-5.6745,-7.5694,1.014975,-0.010118
99.65,-4.6125,-6.5395,1.011647,0.031579
99.7,-3.5507,-5.3821,1.084859,0.001754
99.75,-3.9245,-6.1655,1.169717,0.017544
99.8,-5.205,-8.4054,1.104825,0.012281
99.85,-5.2324,-8.7841,1.051581,0.008772
99.9,1.454,0.9258,1.058236,-0.001686
99.95,1.5176,0.5015,1.051581,-0.003373
100,-10.2407,-17.3724,1.036606,0.005263
100.05,-9.4301,-15.8748,1.073211,-0.010118
100.1,-3.2139,-6.4194,1.148087,-0.033727
100.15,-3.5041,-7.1865,1.153078,0.003509
100.2,-3.8018,-8.0734,1.206323,-0.077572
100.25,-4.819,-10.4174,1.153078,-0.080944
100.3,-5.2126,-11.7566,0.965058,-0.048904
100.35,-3.676,-8.7431,0.921797,-0.030354
100.4,3.8104,5.7298,1.023295,-0.037099
100.45,4.1316,3.794,1.104825,-0.059022
100.5,-7.9519,-22.0953,1.086522,0.017544
100.55,-8.0585,-21.0466,1.06822,0
100.6,-1.92,-7.8588,1.113145,0.052632
100.65,-1.8237,-8.5414,1.118136,0.012281
100.7,-1.8948,-9.7305,1.078203,0.052632
100.75,-1.5728,-9.3999,1.024958,0.047368
100.8,-0.8887,-7.1864,1.058236,0.073684
100.85,-0.5785,-6.0475,1.18802,0.019298
100.9,-10.2542,3.043,1.219634,0.019298
100.95,-11.9895,-0.4247,1.221298,-0.048904
101,5.2943,-24.1296,1.148087,-0.023609
101.05,6.9694,-21.9825,1.12812,-0.011804
101.1,-0.6713,-8.5663,1.154742,-0.03204
101.15,-0.5997,-9.0252,1.194676,-0.05059
101.2,-0.5093,-10.234,1.124792,-0.020236
101.25,-0.2954,-9.4568,1.121464,-0.047218
101.3,-0.1896,-8.6718,1.166389,-0.065767
101.35,-0.1559,-10.1167,1.139767,-0.106239
101.4,1.4909,2.4183,1.046589,0.014035
101.45,2.6376,4.2962,0.986689,-0.055649
101.5,0.8171,-21.3606,1.136439,-0.045531
101.55,0.2664,-22.6585,1.083195,-0.010118
101.6,1.2669,-10.1346,1.0599,-0.006745
101.65,1.4748,-9.9475,0.981697,-0.037099
101.7,1.2559,-8.1117,0.958403,-0.008432
101.75,0.9227,-5.874,1.0599,-0.053963
101.8,1.0649,-6.3594,1.133111,-0.021922
101.85,1.63,-8.8442,1.139767,-0.096121
101.9,-10.2701,-1.3531,1.056572,0.04386
101.95,-10.4549,-1.1629,1.034942,0.008772
102,14.0482,-18.5773,1.14975,0.029825
102.05,14.6202,-17.8323,1.171381,-0.030354
102.1,2.7153,-8.1437,1.183028,0.026316
102.15,3.0652,-8.5177,1.239601,-0.011804
102.2,4.039,-10.3518,1.183028,0.035088
102.25,4.6967,-11.1188,1.06822,0.026316
102.3,3.8432,-8.2835,1.019967,0.052632
102.35,2.719,-5.3231,1.178037,0.015789
102.4,-6.2685,1.9911,1.236273,0.047368
102.45,-5.2665,-1.305,1.21797,-0.008432
102.5,14.6505,-20.4789,1.207987,0.038596
102.55,15.1465,-19.3261,1.063228,0.042105
102.6,4.6308,-7.3837,1.118136,0.031579
102.65,3.4657,-5.2276,1.1797,0.026316
102.7,3.4646,-5.2138,1.339434,0.001754
102.75,5.2657,-8.272,1.382696,-0.094435
102.8,7.4614,-11.9157,1.229617,-0.102867
102.85,7.065,-11.2715,1.086522,-0.114671
102.9,-5.1612,-0.2138,1.116473,-0.139966
102.95,-5.3405,1.3027,1.211314,-0.114671
103,16.6008,-15.4124,1.221298,-0.165261
103.05,17.5597,-17.3551,1.129784,-0.136594
103.1,7.1945,-9.7756,1.021631,-0.155143
103.15,5.7047,-7.715,0.965058,-0.106239
103.2,4.1414,-5.7074,1.046589,-0.136594
103.25,4.6083,-6.0128,1.081531,-0.134907
103.3,5.8263,-7.1312,1.041597,-0.146712
103.35,5.77,-6.8765,1.023295,-0.124789
103.4,-10.5621,-3.142,1.049917,-0.175379
103.45,-9.3895,-2.9536,1.026622,-0.150084
103.5,23.7047,-9.0679,0.996672,-0.151771
103.55,22.5184,-8.9726,0.975042,-0.160202
103.6,4.823,-5.399,1.011647,-0.178752
103.65,4.921,-5.4152,1.076539,-0.172007
103.7,6.181,-6.1191,1.048253,-0.13828
103.75,6.2952,-5.874,1.036606,-0.141653
103.8,5.7581,-5.227,1.091514,-0.126476
103.85,5.7558,-5.0717,1.099834,-0.148398
103.9,-13.764,-19.0015,1.174709,-0.190556
103.95,-11.7602,-20.6467,1.084859,-0.185497
104,30.0443,5.2442,0.923461,-0.214165
104.05,28.8401,6.6582,0.787022,-0.129848
104.1,5.0111,-4.034,0.792013,-0.134907
104.15,2.238,-2.5067,0.965058,-0.204047
104.2,3.6381,-3.4084,1.06822,-0.173693
104.25,8.0783,-5.5412,1.054908,-0.210793
104.3,11.062,-6.7447,0.826955,-0.177066
104.35,8.3897,-5.1622,0.710483,-0.114671
104.4,-16.3927,-20.9256,0.823627,-0.161889
104.45,-16.577,-21.4457,1.001664,-0.202361
104.5,26.9436,12.8597,1.011647,-0.178752
104.55,28.9801,12.7526,0.920133,-0.182125
104.6,8.1271,-4.4207,0.870216,-0.195616
104.65,6.3361,-3.7379,0.868552,-0.195616
104.7,5.9707,-3.555,0.921797,-0.20742
104.75,7.8106,-4.1485,0.870216,-0.259696
104.8,8.9311,-4.5706,0.750416,-0.256324
104.85,7.1221,-4.0681,0.685524,-0.269815
104.9,-14.325,-16.1051,0.727121,-0.290051
104.95,-14.4621,-14.9181,0.727121,-0.291737
105,24.346,11.3971,0.748752,-0.313659
105.05,24.4896,10.197,0.783694,-0.284992
105.1,5.9334,-3.6653,0.755408,-0.306914
105.15,6.5446,-3.6977,0.745424,-0.290051
105.2,6.7235,-3.6208,0.682196,-0.293423
105.25,6.1372,-3.4224,0.66223,-0.296796
105.3,5.8152,-3.3633,0.648918,-0.325464
105.35,6.4403,-3.5222,0.59401,-0.337268
105.4,-11.2592,-27.6752,0.514143,-0.296796
105.45,-13.6162,-26.4043,0.502496,-0.3086
105.5,20.0328,23.0851,0.55574,-0.311973
105.55,21.4192,22.1666,0.505824,-0.281619
105.6,4.3091,-2.7536,0.50416,-0.271501
105.65,3.8619,-2.7218,0.517471,-0.347386
105.7,4.0231,-2.8526,0.500832,-0.278246
105.75,3.6968,-2.6973,0.512479,-0.290051
105.8,3.5854,-2.6319,0.539101,-0.322091
105.85,4.0907,-2.7938,0.532446,-0.323777
105.9,-4.5413,-39.2501,0.530782,-0.301855
105.95,-3.6593,-39.4551,0.515807,-0.293423
106,14.6776,33.2772,0.455907,-0.264755
106.05,12.3663,33.7879,0.475874,-0.284992
106.1,1.7696,-2.2714,0.595674,-0.273187
106.15,3.4666,-2.3155,0.618968,-0.288364
106.2,5.3813,-2.2908,0.597338,-0.256324
106.25,5.4225,-2.2225,0.562396,-0.291737
106.3,4.9904,-2.2274,0.582363,-0.279933
106.35,5.4656,-2.2517,0.544093,-0.306914
106.4,-0.6606,-37.6703,0.502496,-0.305228
106.45,-2.2717,-38.0029,0.46589,-0.306914
106.5,9.3174,32.4554,0.420965,-0.322091
106.55,10.3408,32.7641,0.342762,-0.301855
106.6,4.1746,-2.3443,0.326123,-0.337268
106.65,3.8417,-2.4024,0.297837,-0.322091
106.7,3.5933,-2.3184,0.239601,-0.27656
106.75,1.994,-2.1843,0.251248,-0.271501
106.8,1.1925,-2.1719,0.317804,-0.298482
106.85,2.5627,-2.2229,0.312812,-0.325464
106.9,-0.0511,-35.5484,0.262895,-0.300169
106.95,-1.182,-35.5212,0.138103,-0.271501
107,4.7256,31.0743,0.104825,-0.301855
107.05,5.1184,31.0705,0.088186,-0.290051
107.1,2.1477,-2.2175,0.031614,-0.3086
107.15,1.331,-2.3137,-0.001748,-0.296796
107.2,0.0895,-2.4533,0.019967,-0.317032
107.25,-0.159,-2.4822,0.03827,-0.291737
107.3,0.1042,-2.4008,0.046589,-0.293423
107.35,0.3907,-2.3582,0.061564,-0.306914
107.4,2.917,-39.1098,0.049917,-0.293423
107.45,3.3507,-39.4232,0.049917,-0.274874
107.5,-0.6252,33.6547,0.031614,-0.347386
107.55,-1.1951,33.8915,0.016639,-0.284992
107.6,-0.0064,-2.3912,0.03827,-0.266442
107.65,-0.0372,-2.3022,0.064892,-0.320405
107.7,0.7871,-2.3641,0.061564,-0.300169
107.75,1.3174,-2.3747,0.02995,-0.317032
107.8,1.0673,-2.2818,0.016639,-0.246206
107.85,0.4794,-2.1098,0.004992,-0.25801
107.9,2.4507,-34.4513,0.024958,-0.317032
107.95,2.6723,-34.6677,0.003328,-0.298482
108,-1.7466,29.8197,-0.013986,-0.320405
108.05,-2.354,29.8863,-0.026224,-0.23946
108.1,-0.8053,-2.2138,0.028286,-0.25801
108.15,0.2389,-2.0441,0.048253,-0.268128
108.2,1.3474,-1.9165,-0.031469,-0.219224
108.25,0.5173,-1.5718,-0.012238,-0.096121
108.3,0.1167,-0.7986,-0.022727,0.010526
108.35,-0.0231,-0.0155,-0.045455,0.068421
108.4,2.723,-37.76,-0.012238,-0.035413
108.45,3.4039,-40.9381,-0.026224,0.047368
108.5,-3.1237,31.8845,-0.096154,0.017544
108.55,-4.0947,34.9995,-0.034965,0.04386
108.6,-0.3715,-0.2629,-0.064685,-0.217538
108.65,0.3944,-1.427,-0.075175,-0.333895
108.7,-0.2764,-2.1741,-0.117133,-0.178752
108.75,-1.3288,-1.8708,-0.047203,-0.173693
108.8,-1.0837,-1.5099,-0.048951,-0.172007
108.85,-0.5672,-1.5728,-0.02972,-0.236088
108.9,2.4438,-13.8363,-0.022727,-0.268128
108.95,2.2382,-12.9096,-0.012238,-0.219224
109,-3.8675,12.1573,0.006656,-0.244519
109.05,-2.8511,11.1219,0.019967,-0.252951
109.1,1.7938,-1.7919,-0.04021,-0.215852
109.15,1.3513,-1.6807,-0.134615,-0.20742
109.2,-1.3931,-1.7425,-0.083916,-0.172007
109.25,-2.706,-1.9251,0.001664,-0.286678
109.3,-1.0811,-2.089,0.0599,-0.244519
109.35,0.5984,-2.0839,0.008319,-0.281619
109.4,3.2867,-19.524,0.033278,-0.168634
109.45,2.5741,-18.5674,0.023295,-0.264755
109.5,-3.1318,17.3483,0.039933,-0.231029
109.55,-1.7705,16.6036,0.004992,-0.217538
109.6,1.3471,-1.5879,-0.075175,-0.177066
109.65,-1.2916,-1.6646,-0.036713,-0.200675
109.7,-2.2238,-1.8165,0.09817,-0.231029
109.75,0.4792,-1.7718,0.071547,-0.234401
109.8,1.939,-1.7775,0.006656,-0.259696
109.85,0.5444,-1.9559,0.003328,-0.237774
109.9,2.4557,-28.4292,0.049917,-0.190556
109.95,2.5256,-28.4628,0.074875,-0.195616
110,-3.3058,24.3769,0.061564,-0.204047
110.05,-2.7592,24.5465,0.073211,-0.251265
110.1,1.0337,-1.8916,0.058236,-0.273187
110.15,0.9282,-1.9408,0.034942,-0.202361
110.2,0.2476,-1.6297,0.058236,-0.139966
110.25,0.3487,-1.3895,0.06822,-0.220911
110.3,1.1025,-1.5497,0.051581,-0.232715
110.35,0.9039,-1.6889,0.016639,-0.18887
110.4,1.4331,-28.744,0.056572,-0.021922
110.45,0.3282,-29.2346,0.053245,0.085965
110.5,-3.2343,25.1252,0.009983,0.129825
110.55,-2.0698,27.0722,-0.008741,0.168421
110.6,0.6266,1.1766,-0.024476,0.091228
110.65,0.5589,0.8565,-0.071678,0.050877
110.7,-0.7587,0.8164,-0.071678,0.242105
110.75,-2.2289,1.5023,0.001664,0.298246
110.8,-1.7476,2.6041,0.063228,0.521053
110.85,-0.2902,3.7735,0.056572,0.542105
110.9,3.7768,-19.3362,0.053245,0.584211
110.95,3.3218,-26.2065,0.006656,0.598246
111,-3.9575,14.5704,0.013311,0.691228
111.05,-3.6147,22.1708,-0.024476,0.738596
111.1,-0.3814,5.9529,-0.020979,0.798246
111.15,-0.8453,6.1834,-0.012238,0.763158
111.2,-0.5644,6.3991,-0.005245,0.870175
111.25,-0.1955,6.7134,-0.02972,0.833333
111.3,-0.4449,6.822,-0.038462,0.863158
111.35,-1.0183,6.8427,-0.02972,0.87193
111.4,-3.1796,32.8831,-0.008741,0.845614
111.45,-3.9277,26.0787,-0.008741,0.901754
111.5,-0.7333,-32.6218,0,0.891228
111.55,0.8229,-25.4957,0.006656,0.975439
111.6,0.5629,7.7402,-0.050699,0.980702
111.65,0.1706,7.9407,-0.083916,0.998246
111.7,-0.89,8.0575,-0.089161,1.050877
111.75,-1.2421,8.3522,-0.075175,1.085965
111.8,-0.663,8.6313,-0.092657,1.082456
111.85,-0.3526,8.6732,-0.138112,1.064912
111.9,-8.4418,89.0984,-0.15035,1.040351
111.95,-11.0812,85.3551,-0.155594,1.064912
112,0.8898,-79.4155,-0.082168,1.077193
112.05,2.8941,-75.6238,0.034942,1.108772
112.1,0.2262,8.7002,-0.006993,1.022807
112.15,1.4857,8.4408,-0.120629,1.005263
112.2,0.1515,8.1074,-0.106643,0.991228
112.25,-0.2757,8.0386,-0.171329,1.012281
112.3,-0.481,7.9508,-0.188811,0.945614
112.35,-1.0732,7.4601,-0.227273,0.82807
112.4,-10.3001,122.5455,-0.227273,0.722807
112.45,-13.7638,123.6741,-0.267483,0.696491
112.5,0.3886,-106.6814,-0.286713,0.673684
112.55,3.6412,-108.6324,-0.293706,0.684211
112.6,-1.4797,5.2136,-0.323427,0.561404
112.65,-1.8713,4.5425,-0.368881,0.461404
112.7,-2.6107,4.0058,-0.337413,0.517544
112.75,-2.3913,3.7867,-0.372378,0.391228
112.8,-1.7743,3.3869,-0.381119,0.384211
112.85,-1.1354,3.0402,-0.463287,0.350877
112.9,-3.6243,125.4769,-0.536713,0.329825
112.95,-10.3816,133.3644,-0.596154,0.221053
113,-11.9868,-104.2079,-0.699301,0.152632
113.05,-6.2924,-113.0397,-0.795455,0.063158
113.1,-3.8077,0.9899,-0.884615,0.07193
113.15,-4.5122,0.9466,-0.917832,0.082456
113.2,-4.4038,1.0159,-1.059441,0.070175
113.25,-5.7601,1.0399,-1.125874,0
113.3,-7.6406,1.0813,-1.162587,0.031579
113.35,-7.9374,1.0937,-1.18007,-0.026981
113.4,-0.4975,76.1177,-1.269231,-0.086003
113.45,-4.1876,84.5157,-1.444056,-0.104553
113.5,-23.045,-56.8693,-1.305944,-0.028668
113.55,-21.1753,-64.3752,-1.243007,0.024561
113.6,-9.7427,2.5661,-1.22028,-0.016863
113.65,-8.0301,1.9254,-1.328671,-0.168634
113.7,-10.3282,2.551,-1.367133,0.022807
113.75,-11.8808,3.6652,-1.18007,-0.015177
113.8,-9.6398,3.3614,-1.283217,-0.03204
113.85,-7.3758,2.8274,-1.248252,0.085965
113.9,14.5765,34.6851,-1.480769,-0.102867
113.95,11.7988,40.2924,-1.445804,-0.106239
114,-34.3966,-16.9024,-1.295455,-0.008432
114.05,-33.2416,-21.3554,-1.045455,0.012281
114.1,-6.5599,3.5017,-1.202797,0.003509
114.15,-4.5809,2.4398,-1.36014,-0.075885
114.2,-7.2861,4.0764,-1.447552,0.077193
114.25,-10.3348,6.3418,-1.421329,-0.06914
114.3,-11.5151,7.1933,-1.297203,-0.030354
114.35,-10.3513,6.6973,-1.283217,-0.020236
114.4,16.7126,25.9187,-1.230769,0.029825
114.45,19.2904,28.694,-1.363636,-0.086003
114.5,-31.2062,-6.7817,-1.417832,-0.123103
114.55,-35.7279,-7.2618,-1.318182,-0.028668
114.6,-10.4401,9.0914,-1.027972,0.075439
114.65,-4.8291,4.7217,-1.258741,-0.038786
114.7,-4.6881,4.3909,-1.403846,-0.096121
114.75,-7.456,6.9328,-1.325175,0
114.8,-7.1845,7.1597,-1.426573,-0.062395
114.85,-7.7314,8.0862,-1.416084,-0.072513
114.9,24.9773,26.0014,-1.34965,-0.008432
114.95,28.1677,29.6974,-1.410839,-0.148398
115,-36.1093,0.3905,-1.187063,-0.075885
115.05,-36.9951,-5.2757,-1.06993,-0.023609
115.1,-4.122,5.3099,-1.335664,-0.102867
115.15,-5.9603,7.7308,-1.258741,-0.200675
115.2,-7.0147,9.1083,-1.199301,-0.08769
115.25,-5.7442,7.4713,-1.251748,-0.220911
115.3,-5.8425,7.5916,-1.286713,-0.198988
115.35,-6.8134,9.4724,-1.253497,-0.222597
115.4,29.234,15.9446,-1.13986,-0.148398
115.45,34.901,18.0975,-1.134615,-0.322091
115.5,-32.3025,9.967,-1.062937,-0.256324
115.55,-36.4083,5.5297,-0.944056,-0.163575
115.6,-3.142,3.3818,-1.131119,-0.281619
115.65,-3.8039,4.3187,-1.386364,-0.367622
115.7,-6.5277,11.4242,-1.201049,-0.310287
115.75,-7.1142,14.5074,-1.022727,-0.338954
115.8,-5.4503,10.5754,-0.816434,-0.254637
115.85,-3.4743,4.3503,-1.003497,-0.298482
115.9,24.3098,-1.5664,-1.145105,-0.306914
115.95,29.2299,3.8893,-1.281469,-0.435076
116,-20.5892,18.4898,-1.155594,-0.426644
116.05,-26.4538,18.0238,-1.087413,-0.271501
116.1,-3.9296,11.1043,-0.975524,-0.222597
116.15,-3.1624,7.4847,-0.935315,-0.408094
116.2,-3.4508,3.6795,-1.176573,-0.487352
116.25,-3.9571,6.5986,-1.277972,-0.328836
116.3,-3.6785,13.0796,-1.157343,-0.317032
116.35,-3.1285,13.7408,-0.902098,-0.347386
116.4,-2.9893,-6.109,-0.965035,-0.338954
116.45,1.0828,-8.9754,-1.138112,-0.313659
116.5,5.4382,21.8326,-1.243007,-0.352445
116.55,1.7343,25.4915,-1.22028,-0.387858
116.6,-2.1005,12.0503,-1.06993,-0.325464
116.65,-1.8807,10.4034,-1.13986,-0.379427
116.7,-1.4024,11.4421,-1.041958,-0.306914
116.75,-1.2333,9.3011,-0.903846,-0.241147
116.8,-1.7629,4.1,-1.211538,-0.384486
116.85,-1.9375,6.2696,-1.305944,-0.480607
116.9,-3.8198,-1.2659,-1.276224,-0.3457
116.95,1.2087,-0.1651,-1.115385,-0.376054
117,10.7154,24.2923,-0.938811,-0.430017
117.05,6.0911,21.1446,-0.837413,-0.183811
117.1,-1.1184,4.5537,-1.062937,-0.354132
117.15,-0.9947,5.2771,-1.148601,-0.340641
117.2,-0.4529,8.4463,-1.213287,-0.445194
117.25,0.5458,12.1128,-1.190559,-0.46543
117.3,1.4899,13.7641,-0.952797,-0.27656
117.35,0.7574,9.2476,-0.951049,-0.279933
117.4,-8.2807,-2.0587,-1.124126,-0.399663
117.45,-3.9398,-0.368,-1.223776,-0.401349
117.5,16.7347,16.7001,-1.173077,-0.322091
117.55,13.5902,17.524,-1.208042,-0.365936
117.6,1.5105,9.1753,-1.134615,-0.342327
117.65,1.6241,9.0621,-1.358392,-0.382799
117.7,3.6533,12.2667,-1.138112,-0.330523
117.75,3.8891,12.075,-1.083916,-0.352445
117.8,2.5037,9.0014,-1.085664,-0.288364
117.85,2.1444,8.1205,-1.148601,-0.392917
117.9,-7.6876,-2.9752,-1.159091,-0.416526
117.95,-3.9166,-4.415,-1.050699,-0.220911
118,19.1765,15.7201,-1.055944,-0.284992
118.05,15.2214,16.6972,-1.227273,-0.470489
118.1,3.6945,9.9546,-1.216783,-0.435076
118.15,6.5532,13.0146,-1.02972,-0.305228
118.2,6.0146,10.7996,-0.854895,-0.219224
118.25,2.5723,6.1982,-0.944056,-0.369309
118.3,1.0734,5.0454,-1.096154,-0.369309
118.35,2.9443,7.3832,-1.138112,-0.386172
118.4,-4.9866,-0.7894,-1.083916,-0.382799
118.45,-2.2626,-4.1024,-1.090909,-0.3457
118.5,20.141,12.533,-1.101399,-0.370995
118.55,17.6778,15.4985,-1.015734,-0.337268
118.6,4.491,7.5265,-1.078671,-0.310287
118.65,4.2173,7.161,-1.082168,-0.423272
118.7,4.5379,7.608,-1.129371,-0.359191
118.75,5.3175,7.9081,-1.120629,-0.32715
118.8,7.4049,9.1699,-1.108392,-0.441821
118.85,8.0107,9.6463,-0.868881,-0.360877
118.9,-8.0598,-0.6794,-0.931818,-0.32715
118.95,-9.0749,-6.6192,-0.844406,-0.301855
119,20.3032,6.7036,-1.103147,-0.517707
119.05,22.6159,13.3075,-0.877622,-0.386172
119.1,8.0377,8.6757,-0.76049,-0.318718
119.15,4.3397,5.7266,-0.736014,-0.347386
119.2,2.4329,4.5142,-0.881119,-0.349073
119.25,4.4886,5.8123,-0.874126,-0.426644
119.3,6.8142,7.2077,-0.770979,-0.382799
119.35,6.4163,6.7153,-0.688811,-0.333895
119.4,-11.6204,3.2276,-0.662587,-0.365936
119.45,-11.6393,-0.824,-0.676573,-0.342327
119.5,21.8413,0.1324,-0.784965,-0.367622
119.55,21.2017,3.8105,-0.861888,-0.394604
119.6,5.526,5.7479,-0.826923,-0.360877
119.65,6.187,5.7004,-0.758741,-0.291737
119.7,5.408,4.9912,-0.783217,-0.340641
119.75,4.8533,4.7639,-0.744755,-0.350759
119.8,4.9024,5.0058,-0.804196,-0.426644
119.85,6.7322,5.8154,-0.722028,-0.384486
119.9,-9.0025,10.8599,-0.582168,-0.32715
119.95,-10.8429,6.7001,-0.505245,-0.325464
120,20.31,-7.1787,-0.631119,-0.349073
120.05,19.3899,-4.3307,-0.706294,-0.340641
120.1,3.5422,4.063,-0.744755,-0.389545
120.15,5.3771,4.7281,-0.737762,-0.384486
120.2,6.7813,5.0413,-0.657343,-0.3457
120.25,5.7595,4.4832,-0.58042,-0.332209
120.3,3.6036,3.8124,-0.652098,-0.379427
120.35,3.9271,3.9493,-0.666084,-0.352445
120.4,-6.5017,11.4821,-0.627622,-0.318718
120.45,-7.3976,8.103,-0.695804,-0.290051
120.5,14.8358,-9.8189,-0.847902,-0.362563
120.55,17.9248,-5.9434,-0.891608,-0.450253
120.6,10.9736,5.5238,-0.659091,-0.404722
120.65,10.7943,5.1641,-0.452797,-0.335582
120.7,6.6644,3.8543,-0.346154,-0.291737
120.75,2.1344,2.8399,-0.36014,-0.318718
120.8,-0.567,2.4737,-0.508741,-0.328836
120.85,0.4735,2.7199,-0.625874,-0.330523
120.9,-9.2967,13.2138,-0.648601,-0.389545
120.95,-7.2252,10.8799,-0.536713,-0.39629
121,18.5524,-11.815,-0.458042,-0.338954
121.05,17.5533,-9.3349,-0.428322,-0.354132
121.1,4.4671,3.2793,-0.405594,-0.3457
121.15,4.4571,3.1993,-0.325175,-0.325464
121.2,2.869,2.877,-0.318182,-0.298482
121.25,1.8622,2.6912,-0.375874,-0.333895
121.3,3.281,2.915,-0.34965,-0.352445
121.35,4.8364,3.1481,-0.270979,-0.350759
121.4,-5.994,17.6833,-0.16958,-0.354132
121.45,-8.2834,15.2468,-0.131119,-0.397976
121.5,11.2273,-16.2866,-0.096154,-0.32715
121.55,12.298,-14.0079,-0.036713,-0.350759
121.6,2.5226,2.9614,0.053245,-0.379427
121.65,1.0202,2.8938,0.116473,-0.303541
121.7,-1.2963,2.5787,0.091514,-0.325464
121.75,-1.7212,2.5716,0.028286,-0.36425
121.8,-0.2306,2.7934,0.064892,-0.338954
121.85,0.2632,2.6681,0.09817,-0.27656
121.9,-3.6416,19.029,0.109817,-0.335582
121.95,-2.986,17.1912,0.08985,-0.403035
122,4.5957,-17.793,0.108153,-0.325464
122.05,3.778,-16.0306,0.124792,-0.256324
122.1,-0.2896,2.281,0.14975,-0.301855
122.15,-0.5026,2.6269,0.189684,-0.456998
122.2,-1.6043,3.1347,0.194676,-0.381113
122.25,-2.0293,2.8059,0.14975,-0.22597
