time,longitudinal_acceleration,latitudinal_acceleration,Gforce_lateral_acceleration,Gforce_acceleration_deceleration
42.35,1.2691,-2.4631,-0.244755,-0.150084
42.4,10.7684,5.4349,-0.215035,-0.133221
42.45,9.9535,6.05,-0.222028,-0.160202
42.5,-10.0057,-9.3319,-0.201049,-0.166948
42.55,-9.0778,-9.8288,-0.211538,-0.204047
42.6,1.3407,-2.8772,-0.155594,-0.143339
42.65,1.1208,-2.5035,-0.103147,-0.116358
42.7,0.9435,-1.4126,-0.117133,-0.124789
42.75,1.0364,-1.1389,-0.092657,-0.177066
42.8,1.2339,-0.9593,-0.101399,-0.158516
42.85,1.2336,-0.9721,-0.09965,-0.145025
42.9,18.5195,1.8199,-0.082168,-0.180438
42.95,18.4903,0.7782,-0.036713,-0.182125
43,-16.2644,-6.2107,0,-0.158516
43.05,-16.1573,-4.6673,0.016639,-0.17032
43.1,1.3549,0.4499,0.009983,-0.15683
43.15,1.2939,0.683,-0.050699,-0.133221
43.2,1.2972,0.628,-0.022727,-0.198988
43.25,1.4965,1.1103,-0.136364,-0.173693
43.3,1.3563,0.0327,-0.146853,-0.124789
43.35,1.1731,-0.8489,-0.13986,-0.187184
43.4,14.8786,-5.069,-0.192308,-0.166948
43.45,14.2468,-7.8598,-0.192308,-0.128162
43.5,-13.6379,-1.5318,-0.160839,-0.158516
43.55,-12.9905,0.639,-0.162587,-0.195616
43.6,1.2025,-1.9892,-0.141608,-0.146712
43.65,1.0397,-1.9557,-0.11014,-0.128162
43.7,1.0335,-1.1865,-0.106643,-0.172007
43.75,1.1588,-0.7085,-0.131119,-0.139966
43.8,1.0959,-0.8627,-0.129371,-0.13828
43.85,1.0043,-1.2227,-0.143357,-0.150084
43.9,17.1423,-1.1895,-0.115385,-0.111298
43.95,17.0025,-1.9693,-0.076923,-0.18887
44,-15.4276,-3.4408,-0.068182,-0.151771
44.05,-15.2788,-2.0557,-0.048951,-0.106239
44.1,1.0086,-0.2819,-0.090909,-0.151771
44.15,1.0896,-0.5899,-0.073427,-0.166948
44.2,1.0196,-0.6982,-0.089161,-0.064081
44.25,0.7987,-1.3643,-0.089161,-0.193929
44.3,0.8993,-2.1083,-0.005245,-0.139966
44.35,1.0734,-1.3831,0.001664,-0.153457
44.4,18.0101,-0.3843,0.02995,-0.158516
44.45,18.021,-0.741,0.024958,-0.092749
44.5,-15.8266,-1.5637,0.014975,-0.11973
44.55,-15.9106,-0.4937,-0.005245,-0.084317
44.6,0.8006,-0.077,-0.033217,-0.111298
44.65,0.7635,-0.8282,0.02995,-0.131535
44.7,0.9462,-0.7523,0.008319,-0.148398
44.75,1.0652,-0.6015,0.071547,-0.141653
44.8,1.1637,0.2169,0.049917,-0.123103
44.85,1.0497,0.7396,0.031614,-0.070826
44.9,14.4751,-1.1737,0.02995,-0.150084
44.95,14.373,-2.8712,0.048253,-0.133221
45,-12.8543,-1.5356,0.046589,-0.192243
45.05,-12.5369,0.0319,0.069884,-0.116358
45.1,1.3084,0.5344,0.046589,-0.173693
45.15,1.3147,0.8327,0.036606,-0.114671
45.2,1.2623,0.181,0.001664,-0.202361
45.25,1.338,-0.5825,0.064892,-0.183811
45.3,1.5631,-0.0651,0.044925,-0.202361
45.35,1.724,0.7726,0.043261,-0.197302
45.4,16.8911,-3.0224,-0.012238,-0.229342
45.45,16.0837,-4.7832,0.041597,-0.212479
45.5,-14.9569,1.1733,0.021631,-0.217538
45.55,-14.0782,2.3221,0.056572,-0.264755
45.6,2.0635,0.1294,0.034942,-0.254637
45.65,2.0096,0.136,0.028286,-0.200675
45.7,1.7247,-0.3147,0.044925,-0.215852
45.75,1.769,-0.0662,0.056572,-0.241147
45.8,2.0013,0.406,0.033278,-0.251265
45.85,2.0092,0.0366,0.026622,-0.23946
45.9,18.0377,-3.2824,0.056572,-0.234401
45.95,16.9433,-3.6894,0.051581,-0.200675
46,-16.307,1.8251,0.073211,-0.263069
46.05,-15.1167,2.8072,0.044925,-0.227656
46.1,2.0572,0.5912,0.03827,-0.242833
46.15,1.938,0.293,0.016639,-0.214165
46.2,1.8821,-0.1309,0.026622,-0.263069
46.25,1.9361,-0.0914,0.031614,-0.217538
46.3,1.8879,0.2254,0.009983,-0.210793
46.35,1.7336,0.1863,0.008319,-0.197302
46.4,24.3412,-5.2592,-0.008741,-0.219224
46.45,24.0402,-6.7233,0.019967,-0.241147
46.5,-21.5123,2.4044,-0.026224,-0.25801
46.55,-21.1034,3.582,-0.020979,-0.22597
46.6,1.8353,-0.3312,-0.02972,-0.217538
46.65,1.7337,-0.5608,-0.04021,-0.236088
46.7,1.9033,-0.4734,-0.008741,-0.283305
46.75,2.1395,0.3017,-0.073427,-0.220911
46.8,1.6275,-0.1597,-0.090909,-0.086003
46.85,0.9236,-1.3515,-0.068182,-0.173693
46.9,25.3986,-5.7629,-0.031469,-0.313659
46.95,25.9531,-5.9039,-0.045455,-0.36425
47,-22.3718,2.0545,-0.061189,-0.278246
47.05,-22.4342,2.5949,-0.050699,-0.190556
47.1,1.6287,-0.4419,-0.050699,-0.177066
47.15,1.6695,0.5752,-0.097902,-0.220911
47.2,1.7642,0.6048,-0.174825,-0.190556
47.25,1.5652,-0.8286,-0.194056,-0.237774
47.3,1.44,-2.1235,-0.174825,-0.229342
47.35,1.41,-2.3837,-0.153846,-0.210793
47.4,25.7831,-7.2837,-0.132867,-0.166948
47.45,25.8953,-7.1646,-0.113636,-0.202361
47.5,-22.843,3.2845,-0.190559,-0.18887
47.55,-23.1156,3.3621,-0.22028,-0.160202
47.6,1.0021,-2.2109,-0.190559,-0.198988
47.65,1.1023,-2.3348,-0.183566,-0.214165
47.7,1.2429,-1.9776,-0.16958,-0.180438
47.75,1.2229,-1.1772,-0.18007,-0.141653
47.8,1.2117,-0.6384,-0.23951,-0.192243
47.85,1.1347,-1.2782,-0.258741,-0.160202
47.9,20.8611,-5.4272,-0.267483,-0.13828
47.95,20.4953,-7.2566,-0.340909,-0.151771
48,-19.6055,-1.8005,-0.381119,-0.128162
48.05,-19.6187,-0.3065,-0.447552,-0.091062
48.1,0.1151,-3.1342,-0.442308,-0.11973
48.15,0.0363,-3.3848,-0.444056,-0.097808
48.2,0.1499,-2.6297,-0.486014,-0.082631
48.25,-0.0175,-2.3472,-0.545455,-0.025295
48.3,-0.3658,-2.8048,-0.594406,-0.052277
48.35,-0.5859,-3.8314,-0.632867,-0.094435
48.4,18.5954,-9.4073,-0.622378,-0.065767
48.45,18.8893,-12.1283,-0.590909,-0.055649
48.5,-19.4326,-5.2703,-0.465035,-0.042159
48.55,-19.4923,-0.9435,-0.438811,-0.016863
48.6,0.1081,-0.5117,-0.611888,-0.053963
48.65,-0.1751,-1.5941,-0.725524,-0.045531
48.7,-1.434,-5.3849,-0.729021,-0.048904
48.75,-2.1809,-7.4874,-0.617133,-0.070826
48.8,-1.9186,-6.7375,-0.571678,-0.060708
48.85,-1.3856,-4.9533,-0.541958,-0.03204
48.9,4.5832,-0.8018,-0.587413,-0.023609
48.95,4.0693,-1.5995,-0.620629,-0.097808
49,-7.8747,-8.8005,-0.606643,-0.082631
49.05,-7.579,-8.7017,-0.61014,-0.08769
49.1,-1.5545,-5.0835,-0.559441,-0.033727
49.15,-1.4905,-4.478,-0.59965,-0.067454
49.2,-1.556,-4.7198,-0.56993,-0.096121
49.25,-1.5887,-5.0516,-0.559441,-0.079258
49.3,-1.289,-4.2845,-0.534965,-0.075885
49.35,-1.0327,-3.4779,-0.603147,-0.057336
49.4,1.1588,1.6116,-0.606643,-0.065767
49.45,-0.9685,-0.6539,-0.59965,-0.158516
49.5,-7.544,-12.7773,-0.463287,-0.048904
49.55,-5.3879,-10.1671,-0.512238,-0.052277
49.6,-1.0874,-3.0011,-0.534965,-0.08769
49.65,-1.5153,-4.0523,-0.555944,-0.092749
49.7,-1.7168,-4.7387,-0.496503,-0.141653
49.75,-1.3918,-4.0166,-0.515734,-0.016863
49.8,-1.4853,-3.5513,-0.536713,-0.079258
49.85,-1.7396,-3.9511,-0.519231,-0.084317
49.9,6.0042,-2.7797,-0.52972,-0.123103
49.95,4.9342,-3.824,-0.482517,-0.010118
50,-11.6629,-7.5986,-0.59965,-0.067454
50.05,-10.7782,-6.7839,-0.578671,-0.126476
50.1,-1.9123,-4.3772,-0.589161,-0.08769
50.15,-1.9219,-4.0609,-0.594406,-0.033727
50.2,-2.011,-3.9451,-0.611888,-0.128162
50.25,-1.8552,-3.9959,-0.625874,-0.08769
50.3,-1.9711,-4.1231,-0.655594,-0.080944
50.35,-2.4289,-4.3193,-0.655594,-0.025295
50.4,0.9351,-1.136,-0.664336,-0.075885
50.45,-1.0418,-2.5282,-0.643357,-0.045531
50.5,-10.1362,-10.1442,-0.674825,-0.05059
50.55,-7.9756,-8.2721,-0.722028,-0.040472
50.6,-2.7484,-4.1695,-0.767483,-0.116358
50.65,-3.677,-5.4071,-0.736014,-0.035413
50.7,-3.2499,-4.6599,-0.695804,-0.067454
50.75,-2.4506,-3.6669,-0.840909,-0.096121
50.8,-3.6447,-5.1942,-0.791958,-0.086003
50.85,-4.5302,-6.0248,-0.756993,-0.052277
50.9,-0.8622,0.7932,-0.741259,-0.118044
50.95,-1.7334,1.4377,-0.797203,-0.067454
51,-10.1748,-11.2244,-0.905594,-0.094435
51.05,-9.6843,-12.1576,-0.802448,-0.10118
51.1,-4.9293,-6.195,-0.839161,-0.192243
51.15,-5.077,-6.4773,-0.736014,-0.111298
51.2,-5.0323,-6.1023,-0.704545,-0.107926
51.25,-3.9199,-4.702,-0.655594,-0.096121
51.3,-2.6398,-3.5114,-0.736014,-0.131535
51.35,-3.1525,-4.0244,-0.781469,-0.123103
51.4,-6.4604,12.7415,-0.718531,-0.092749
51.45,-8.5233,14.8805,-0.713287,-0.155143
51.5,-6.1359,-18.5753,-0.701049,-0.195616
51.55,-4.1044,-20.7781,-0.72028,-0.146712
51.6,-4.7094,-5.3471,-0.655594,-0.172007
51.65,-4.4375,-5.0404,-0.601399,-0.163575
51.7,-2.9864,-3.7762,-0.620629,-0.114671
51.75,-2.808,-3.3035,-0.683566,-0.107926
51.8,-3.3851,-3.7015,-0.65035,-0.177066
51.85,-2.8307,-3.6414,-0.708042,-0.197302
51.9,1.9931,-0.0065,-0.756993,-0.183811
51.95,-1.9042,-0.2354,-0.66958,-0.219224
52,-14.1444,-7.0915,-0.589161,-0.148398
52.05,-10.4986,-6.78,-0.662587,-0.17032
52.1,-3.403,-3.7796,-0.652098,-0.204047
52.15,-4.0349,-4.3678,-0.63986,-0.217538
52.2,-4.0616,-4.3944,-0.622378,-0.18887
52.25,-3.9192,-3.9875,-0.601399,-0.11973
52.3,-2.9526,-3.075,-0.617133,-0.155143
52.35,-2.4089,-2.8177,-0.713287,-0.193929
52.4,-0.6793,2.1013,-0.715035,-0.22597
52.45,-4.6513,2.6557,-0.65035,-0.220911
52.5,-12.5995,-7.3302,-0.543706,-0.210793
52.55,-8.6795,-7.9881,-0.611888,-0.217538
52.6,-3.3807,-3.6333,-0.590909,-0.219224
52.65,-4.1468,-4.0144,-0.583916,-0.229342
52.7,-3.334,-3.5069,-0.538462,-0.173693
52.75,-2.142,-2.7868,-0.655594,-0.220911
52.8,-3.5539,-3.5031,-0.664336,-0.227656
52.85,-5.6748,-4.5747,-0.582168,-0.236088
52.9,0.7631,-0.5545,-0.51049,-0.195616
52.95,0.6079,2.2943,-0.578671,-0.153457
53,-12.8352,-3.0919,-0.625874,-0.266442
53.05,-11.8211,-5.5193,-0.606643,-0.236088
53.1,-4.0843,-3.661,-0.592657,-0.210793
53.15,-4.0877,-3.5682,-0.617133,-0.273187
53.2,-4.4181,-3.818,-0.559441,-0.252951
53.25,-3.7859,-3.5991,-0.575175,-0.256324
53.3,-3.1156,-3.2964,-0.592657,-0.259696
53.35,-3.7852,-3.4594,-0.624126,-0.234401
53.4,1.6886,0.3505,-0.562937,-0.286678
53.45,0.2163,3.0258,-0.493007,-0.197302
53.5,-14.0605,-2.3482,-0.520979,-0.251265
53.55,-11.58,-4.5224,-0.484266,-0.197302
53.6,-2.9177,-2.7704,-0.58042,-0.263069
53.65,-4.7703,-3.4855,-0.503497,-0.288364
53.7,-4.9048,-3.6526,-0.416084,-0.247892
53.75,-2.5684,-2.683,-0.466783,-0.165261
53.8,-2.1137,-2.1431,-0.513986,-0.182125
53.85,-3.165,-2.5367,-0.517483,-0.29511
53.9,0.46,3.5133,-0.512238,-0.234401
53.95,-0.6665,6.525,-0.480769,-0.306914
54,-10.1587,-3.4953,-0.367133,-0.259696
54.05,-9.2273,-6.4753,-0.305944,-0.212479
54.1,-3.1743,-2.6171,-0.255245,-0.241147
54.15,-1.4555,-2.2523,-0.274476,-0.244519
54.2,-0.9677,-2.2005,-0.326923,-0.23946
54.25,-2.2663,-2.5642,-0.314685,-0.293423
54.3,-2.9317,-2.5821,-0.26049,-0.136594
54.35,-2.1692,-2.0885,-0.267483,-0.237774
54.4,0.6712,7.7229,-0.270979,-0.271501
54.45,-0.0396,10.9279,-0.218531,-0.244519
54.5,-5.5419,-5.291,-0.134615,-0.249578
54.55,-5.0314,-8.75,-0.085664,-0.237774
54.6,-1.8179,-2.3072,-0.038462,-0.241147
54.65,-1.3013,-2.1043,0.004992,-0.195616
54.7,-0.5354,-1.8722,0.036606,-0.237774
54.75,0.3077,-1.8394,0.03827,-0.256324
54.8,0.5537,-1.8613,0.034942,-0.209106
54.85,0.0094,-1.816,0.049917,-0.215852
54.9,2.5754,5.1713,0.101498,-0.178752
54.95,3.3975,8.4514,0.088186,-0.220911
55,-1.2793,-2.1429,0.091514,-0.210793
55.05,-1.5371,-5.2743,0.0599,-0.190556
55.1,0.1753,-1.4917,0.103161,-0.153457
55.15,-0.2704,-1.5176,0.139767,-0.220911
55.2,-0.1341,-1.5406,0.193012,-0.146712
55.25,0.0014,-1.3436,0.246256,-0.143339
55.3,0.4478,-1.1108,0.311148,-0.150084
55.35,1.3753,-0.9992,0.349418,-0.168634
55.4,5.7454,3.7609,0.369384,-0.153457
55.45,7.4902,6.3539,0.369384,-0.148398
55.5,1.9975,-0.3266,0.422629,-0.123103
55.55,1.1634,-2.7916,0.442596,-0.23946
55.6,3.1269,-0.6599,0.420965,-0.043845
55.65,2.5628,-0.4624,0.517471,-0.17032
55.7,3.4342,-0.3131,0.500832,-0.141653
55.75,4.1582,-0.3227,0.522463,-0.165261
55.8,3.8618,-0.2187,0.515807,-0.074199
55.85,3.483,-0.1319,0.565724,-0.15683
55.9,0.302,6.1642,0.589018,-0.168634
55.95,1.7543,8.7772,0.519135,-0.106239
56,9.4935,-1.2621,0.49584,-0.136594
56.05,7.9343,-3.9038,0.515807,-0.11973
56.1,3.1484,-0.1621,0.567388,-0.128162
56.15,3.6703,0.0107,0.600666,-0.126476
56.2,4.973,0.3285,0.610649,-0.166948
56.25,5.8083,0.4872,0.552413,-0.150084
56.3,5.257,0.331,0.549085,-0.15683
56.35,4.8924,0.2797,0.549085,-0.151771
56.4,-2.4973,4.7912,0.517471,-0.116358
56.45,-2.9862,7.1359,0.509151,-0.160202
56.5,11.4937,0.5807,0.49584,-0.15683
56.55,11.0708,-1.9635,0.512479,-0.128162
56.6,4.3671,0.4413,0.559068,-0.129848
56.65,5.2287,0.7338,0.44426,-0.178752
56.7,3.7788,0.1712,0.509151,-0.097808
56.75,3.878,0.2364,0.540765,-0.217538
56.8,5.1812,0.7039,0.457571,-0.089376
56.85,4.079,0.5969,0.477537,-0.084317
56.9,-3.5041,2.6047,0.509151,-0.143339
56.95,-2.6176,4.8706,0.522463,-0.128162
57,11.6668,2.8821,0.499168,-0.17032
57.05,11.4443,0.7532,0.484193,-0.097808
57.1,4.9201,1.0366,0.482529,-0.168634
57.15,4.9519,0.989,0.381032,-0.141653
57.2,2.9306,0.0647,0.43594,-0.129848
57.25,1.928,-0.3215,0.517471,-0.151771
57.3,2.7525,0.3114,0.545757,-0.013491
57.35,3.2993,0.8794,0.589018,-0.136594
57.4,-2.2408,8.6388,0.608985,-0.18887
57.45,-1.0772,11.6077,0.590682,-0.126476
57.5,12.0616,-0.6107,0.479201,-0.121417
57.55,11.2792,-3.6042,0.442596,-0.161889
57.6,3.5178,0.4655,0.450915,-0.173693
57.65,3.0703,0.2837,0.515807,-0.094435
57.7,4.1058,1.1394,0.494176,-0.124789
57.75,4.0554,1.1411,0.454243,-0.13828
57.8,2.8042,0.2886,0.539101,-0.15683
57.85,3.2827,0.5011,0.577371,-0.141653
57.9,0.5765,1.8678,0.562396,-0.166948
57.95,1.0611,4.3545,0.574043,-0.114671
58,9.8317,5.9145,0.65391,-0.124789
58.05,10.3132,4.1552,0.562396,-0.163575
58.1,4.9835,1.871,0.55574,-0.086003
58.15,3.8344,1.3161,0.600666,-0.148398
58.2,4.299,1.5204,0.600666,-0.15683
58.25,5.3917,2.1106,0.599002,-0.153457
58.3,5.2098,2.0873,0.50416,-0.128162
58.35,3.7604,1.3811,0.59401,-0.082631
58.4,-5.1118,2.8204,0.580699,-0.151771
58.45,-5.6852,4.8254,0.637271,-0.166948
58.5,11.4321,4.3319,0.655574,-0.145025
58.55,13.8227,3.4912,0.597338,-0.163575
58.6,6.3243,3.1426,0.505824,-0.161889
58.65,4.8447,2.1685,0.477537,-0.114671
58.7,3.6851,1.3725,0.509151,-0.192243
58.75,3.6991,1.0454,0.50416,-0.227656
58.8,3.6877,0.874,0.545757,-0.151771
58.85,3.9873,1.4107,0.562396,-0.165261
58.9,-1.6042,-1.3258,0.535774,-0.193929
58.95,-2.7271,0.3653,0.515807,-0.187184
59,8.6312,8.7516,0.50416,-0.241147
59.05,10.1046,7.0619,0.457571,-0.224283
59.1,4.4872,1.5016,0.427621,-0.205734
59.15,3.9366,1.1384,0.457571,-0.231029
59.2,4.0144,1.363,0.414309,-0.151771
59.25,3.7121,1.167,0.429285,-0.266442
59.3,3.6994,0.8835,0.43594,-0.227656
59.35,3.8938,1.0748,0.425957,-0.193929
59.4,-1.0222,-2.1932,0.429285,-0.237774
59.45,-2.5435,-0.2357,0.460899,-0.236088
59.5,5.5858,8.533,0.389351,-0.231029
59.55,6.7047,6.308,0.36772,-0.166948
59.6,2.9603,0.5687,0.417637,-0.256324
59.65,3.2824,0.6681,0.415973,-0.224283
59.7,3.7233,1.054,0.429285,-0.222597
59.75,4.402,1.7988,0.407654,-0.246206
59.8,4.738,2.2297,0.317804,-0.180438
59.85,3.3747,1.1259,0.302829,-0.198988
59.9,6.6103,-11.6353,0.369384,-0.269815
59.95,5.527,-11.1018,0.34609,-0.187184
60,-4.2583,12.8736,0.28619,-0.215852
60.05,-2.863,12.4856,0.27787,-0.229342
60.1,3.0983,0.6932,0.284526,-0.204047
60.15,3.4172,1.1803,0.236273,-0.195616
60.2,3.0509,0.7837,0.201331,-0.244519
60.25,2.5985,0.0754,0.231281,-0.236088
60.3,2.7996,0.3323,0.199667,-0.193929
60.35,2.9621,0.674,0.184692,-0.234401
60.4,10.4025,-13.8482,0.141431,-0.20742
60.45,8.1179,-15.0254,0.118136,-0.224283
60.5,-8.839,12.9503,0.121464,-0.242833
60.55,-6.63,13.9645,0.0599,-0.212479
60.6,2.2285,-0.1546,0.033278,-0.202361
60.65,1.6213,-0.7318,0.044925,-0.224283
60.7,1.9516,-0.507,0.023295,-0.237774
60.75,2.295,-0.2623,-0.024476,-0.234401
60.8,1.7387,-0.8063,-0.057692,-0.204047
60.85,1.2681,-1.1859,-0.034965,-0.220911
60.9,4.6416,-8.8645,-0.087413,-0.198988
60.95,1.4146,-9.9546,-0.183566,-0.212479
61,-8.3797,4.4645,-0.18007,-0.249578
61.05,-5.2685,5.3839,-0.185315,-0.190556
61.1,1.5352,-0.7886,-0.255245,-0.195616
61.15,1.7411,-0.7513,-0.372378,-0.306914
61.2,0.6833,-2.3584,-0.417832,-0.23946
61.25,-0.5118,-3.4824,-0.412587,-0.212479
61.3,-0.4403,-3.0593,-0.428322,-0.219224
61.35,0.1877,-2.3792,-0.51049,-0.231029
61.4,8.0686,-15.9089,-0.582168,-0.210793
61.45,4.2226,-18.3296,-0.589161,-0.185497
61.5,-15.7692,5.8274,-0.564685,-0.234401
61.55,-13.1275,7.2293,-0.545455,-0.172007
61.6,-1.9883,-4.3908,-0.56993,-0.301855
61.65,-2.1575,-5.0559,-0.545455,-0.301855
61.7,-2.7221,-5.5376,-0.506993,-0.172007
61.75,-2.3211,-4.7983,-0.438811,-0.315346
61.8,-0.8184,-3.4588,-0.501748,-0.187184
61.85,-0.9532,-3.2321,-0.555944,-0.182125
61.9,10.1373,-7.6851,-0.531469,-0.231029
61.95,8.6647,-7.2573,-0.575175,-0.187184
62,-17.328,0.6381,-0.568182,-0.22597
62.05,-16.1568,-0.4614,-0.538462,-0.325464
62.1,-2.6692,-5.1637,-0.531469,-0.222597
62.15,-2.9717,-5.1026,-0.458042,-0.227656
62.2,-2.1383,-4.0848,-0.442308,-0.209106
62.25,-0.9381,-2.936,-0.496503,-0.18887
62.3,-1.0285,-2.8227,-0.547203,-0.182125
62.35,-2.193,-3.928,-0.571678,-0.290051
62.4,10.0717,-11.3712,-0.5,-0.247892
62.45,8.3782,-11.0315,-0.475524,-0.210793
62.5,-19.3787,2.5017,-0.508741,-0.187184
62.55,-16.5571,3.2469,-0.52972,-0.229342
62.6,-0.73,-2.6438,-0.638112,-0.192243
62.65,-2.2545,-3.7278,-0.688811,-0.217538
62.7,-5.0573,-5.9675,-0.608392,-0.305228
62.75,-5.3039,-6.1942,-0.437063,-0.150084
62.8,-2.2618,-3.6827,-0.468531,-0.244519
62.85,-0.5209,-2.4619,-0.576923,-0.220911
62.9,14.5813,-15.7583,-0.594406,-0.175379
62.95,11.7405,-16.9464,-0.524476,-0.306914
63,-22.4312,7.581,-0.468531,-0.15683
63.05,-19.8446,8.8355,-0.5,-0.227656
63.1,-1.3607,-3.0225,-0.555944,-0.284992
63.15,-2.4814,-3.8413,-0.578671,-0.151771
63.2,-3.7229,-4.3974,-0.513986,-0.27656
63.25,-3.1589,-4.0122,-0.5,-0.160202
63.3,-2.6449,-3.5094,-0.527972,-0.205734
63.35,-2.8157,-3.5722,-0.493007,-0.224283
63.4,6.2448,-7.2515,-0.522727,-0.187184
63.45,4.6337,-6.2985,-0.548951,-0.173693
63.5,-14.5834,2.0675,-0.589161,-0.20742
63.55,-13.6249,0.6766,-0.624126,-0.283305
63.6,-4.4981,-4.7004,-0.538462,-0.175379
63.65,-3.9851,-4.1649,-0.501748,-0.222597
63.7,-2.0963,-2.9349,-0.533217,-0.163575
63.75,-1.5717,-2.5049,-0.627622,-0.178752
63.8,-2.5527,-3.0022,-0.641608,-0.202361
63.85,-3.3601,-3.5014,-0.676573,-0.182125
63.9,5.251,-11.8559,-0.673077,-0.210793
63.95,2.649,-11.9726,-0.667832,-0.183811
64,-18.0065,4.2113,-0.571678,-0.22597
64.05,-15.3925,4.4023,-0.536713,-0.172007
64.1,-3.131,-3.3674,-0.559441,-0.281619
64.15,-2.3971,-2.9538,-0.575175,-0.094435
64.2,-2.8276,-2.8956,-0.659091,-0.254637
64.25,-4.7889,-3.6319,-0.603147,-0.067454
64.3,-4.8732,-3.7025,-0.531469,-0.310287
64.35,-3.0355,-3.3085,-0.594406,-0.217538
64.4,5.8193,-9.4449,-0.601399,-0.146712
64.45,3.7477,-8.5325,-0.632867,-0.104553
64.5,-15.4755,4.6262,-0.692308,-0.166948
64.55,-15.3415,2.9182,-0.699301,-0.401349
64.6,-5.8004,-4.8196,-0.573427,-0.210793
64.65,-4.6289,-3.7901,-0.603147,-0.112985
64.7,-4.3525,-2.8909,-0.582168,-0.153457
64.75,-4.6336,-3.1676,-0.555944,-0.266442
64.8,-3.4677,-3.272,-0.538462,-0.259696
64.85,-2.4798,-2.8847,-0.620629,-0.155143
64.9,5.2986,-4.0607,-0.632867,-0.161889
64.95,3.6034,-2.5965,-0.538462,-0.178752
65,-15.2016,1.1709,-0.662587,-0.284992
65.05,-16.0456,-1.2661,-0.566434,-0.229342
65.1,-6.0286,-3.8337,-0.440559,-0.17032
65.15,-2.9672,-2.5094,-0.494755,-0.185497
65.2,-2.0504,-2.2474,-0.557692,-0.234401
65.25,-2.6701,-2.694,-0.554196,-0.249578
65.3,-3.4947,-2.9673,-0.631119,-0.195616
65.35,-4.9395,-3.0092,-0.54021,-0.121417
65.4,2.7063,-5.4688,-0.545455,-0.227656
65.45,2.3783,-3.9037,-0.601399,-0.237774
65.5,-13.9456,2.9852,-0.629371,-0.193929
65.55,-13.8606,1.3043,-0.604895,-0.195616
65.6,-5.5674,-2.9931,-0.52972,-0.190556
65.65,-3.9325,-2.655,-0.54021,-0.244519
65.7,-3.0087,-2.4825,-0.597902,-0.178752
65.75,-4.1291,-2.5598,-0.594406,-0.178752
65.8,-4.9555,-2.5825,-0.559441,-0.177066
65.85,-4.4916,-2.629,-0.552448,-0.268128
65.9,3.6236,-4.8075,-0.557692,-0.231029
65.95,2.228,-3.0017,-0.48951,-0.205734
66,-14.5381,2.9729,-0.440559,-0.212479
66.05,-12.0174,1.65,-0.405594,-0.128162
66.1,-0.9878,-1.7665,-0.522727,-0.303541
66.15,-1.7444,-2.1552,-0.61014,-0.163575
66.2,-4.5987,-2.7105,-0.576923,-0.293423
66.25,-6.1896,-2.9614,-0.519231,-0.177066
66.3,-5.7669,-2.707,-0.423077,-0.210793
66.35,-3.3728,-2.1817,-0.424825,-0.205734
66.4,3.6177,-4.4708,-0.512238,-0.217538
66.45,0.8908,-2.8146,-0.531469,-0.202361
66.5,-12.9003,3.8097,-0.41958,-0.214165
66.55,-10.8979,1.9843,-0.374126,-0.249578
66.6,-2.5046,-2.116,-0.405594,-0.166948
66.65,-2.7196,-1.9976,-0.442308,-0.232715
66.7,-3.5556,-2.2189,-0.381119,-0.246206
66.75,-2.5571,-2.2007,-0.416084,-0.209106
66.8,-1.9578,-1.8652,-0.468531,-0.145025
66.85,-3.5669,-1.8462,-0.484266,-0.217538
66.9,-0.2737,-6.0373,-0.396853,-0.322091
66.95,-0.5465,-4.2825,-0.311189,-0.175379
67,-9.7098,5.5112,-0.251748,-0.187184
67.05,-7.9046,3.8657,-0.23951,-0.214165
67.1,-0.9178,-1.8884,-0.256993,-0.279933
67.15,-0.3201,-1.9229,-0.34965,-0.165261
67.2,-1.7627,-1.5734,-0.365385,-0.096121
67.25,-3.2294,-1.6617,-0.339161,-0.335582
67.3,-3.834,-2.3054,-0.316434,-0.229342
67.35,-4.0468,-2.1135,-0.234266,-0.107926
67.4,1.4313,-8.8117,-0.204545,-0.234401
67.45,2.8675,-7.397,-0.232517,-0.290051
67.5,-5.4588,8.7609,-0.267483,-0.06914
67.55,-5.9651,7.6024,-0.293706,-0.178752
67.6,-3.0552,-1.6937,-0.276224,-0.325464
67.65,-4.2541,-2.2312,-0.178322,-0.161889
67.7,-3.7195,-1.736,-0.106643,-0.118044
67.75,-2.1516,-1.6034,-0.061189,-0.347386
67.8,-1.0691,-2.1833,-0.061189,-0.247892
67.85,-1.0657,-1.8584,-0.034965,-0.057336
67.9,7.0278,-10.104,0,-0.241147
67.95,8.1263,-9.0175,-0.055944,-0.271501
68,-7.2594,10.0045,-0.097902,-0.104553
68.05,-7.5449,9.0344,-0.108392,-0.160202
68.1,-0.0235,-1.5449,-0.166084,-0.342327
68.15,-0.6568,-1.864,-0.15035,-0.067454
68.2,-0.8503,-1.3286,-0.181818,-0.165261
68.25,-1.2458,-1.4918,-0.185315,-0.318718
68.3,-2.3838,-2.0371,-0.160839,-0.165261
68.35,-2.8017,-1.7787,-0.08042,-0.185497
68.4,1.0148,-8.9065,-0.057692,-0.259696
68.45,2.1726,-7.5171,-0.015734,-0.150084
68.5,-2.2733,8.6854,0.039933,-0.192243
